id,name,budget_range,preferred_location,requirements,checkin_time_preference,checkout_time_preference,preferred_facilities,special_requests
8744,Linh Vũ,4.260.000 - 5.290.000 VND,Đắk Nông,"Trung tâm thể dục, Bữa sáng, Sân vườn, Phòng gia đình",14:00 - 15:00,9:00 - 12:00,"Nôi/cũi theo yêu cầu, Lễ tân 24 giờ",Nôi em bé
8745,Trung Dương,1.450.000 - 3.170.000 VND,Bình Phước,"Lễ tân 24 giờ, Phòng gia đình, Trung tâm Spa & chăm sóc sức khoẻ",15:00 - 17:00,11:30 - 12:00,Trung tâm Spa & chăm sóc sức khoẻ,Hướng biển
8746,Linh Vũ,12.280.000 - 13.520.000 VND,Sơn La,"Nhà hàng, Hồ bơi trong nhà, Xe đưa đón sân bay",12:00 - 18:00,11:30 - 12:00,Nhà hàng,
8747,Hà Dương,17.530.000 - 18.360.000 VND,Hải Phòng,"Lễ tân 24 giờ, Phòng gia đình",11:00 - 17:00,11:00 - 12:00,"Trung tâm Spa & chăm sóc sức khoẻ, Sân vườn",Giường phụ
8748,Bảo Tấn Nguyễn,1.370.000 - 3.340.000 VND,Trà Vinh,"Thang máy, Phòng không hút thuốc, Tiện nghi cho khách khuyết tật, Quầy bar",11:30 - 15:00,11:00 - 12:00,"Khu vực bãi tắm riêng, Dọn phòng hàng ngày, Xe đưa đón sân bay",Hướng biển
8749,Bảo Vũ,15.020.000 - 15.940.000 VND,Hải Phòng,"Dịch vụ phòng, Máy pha trà/cà phê, Hồ bơi trong nhà, Giặt ủi",14:30 - 14:00,10:00 - 12:00,"Dịch vụ phòng, Nhà hàng, Bữa sáng",
8750,Kim Quang Trần,3.810.000 - 5.550.000 VND,Thái Bình,"Máy pha trà/cà phê, Nôi/cũi theo yêu cầu, Hồ bơi trong nhà",11:30 - 16:00,11:30 - 12:00,"Chỗ đỗ xe, Tiện nghi BBQ",
8751,Thành Dương,2.660.000 - 3.690.000 VND,Ninh Bình,"Máy pha trà/cà phê, Trung tâm thể dục",13:00 - 17:00,10:00 - 12:00,"Nhà hàng, Tiện nghi BBQ",View đẹp
8752,Mai Hoàng,4.000.000 - 4.750.000 VND,Đắk Lắk,"Nôi/cũi theo yêu cầu, Điều hòa nhiệt độ, WiFi miễn phí",13:00 - 14:00,11:00 - 12:00,"Giặt ủi, Dịch vụ phòng, Sân thượng / hiên, Trung tâm thể dục",Chỗ đậu xe riêng
8753,Hưng Phú Dương,5.290.000 - 5.960.000 VND,TP. Hồ Chí Minh,"Bữa sáng, Lễ tân 24 giờ, Hồ bơi trong nhà, Tiện nghi cho khách khuyết tật",15:30 - 15:00,12:00 - 12:00,Sân vườn,Nôi em bé
8754,Tú Hải Bùi,9.030.000 - 9.740.000 VND,Nghệ An,Điều hòa nhiệt độ,13:00 - 18:00,12:00 - 12:00,Chỗ đỗ xe,Hướng biển
8755,Phương Hữu Bùi,9.190.000 - 10.130.000 VND,Tây Ninh,Chỗ đỗ xe,12:00 - 13:00,12:00 - 12:00,"Nhà hàng, Tiện nghi cho khách khuyết tật, Trung tâm Spa & chăm sóc sức khoẻ",Không cần dọn phòng
8756,Nhật Lê,5.270.000 - 5.630.000 VND,Quảng Ngãi,Dọn phòng hàng ngày,12:30 - 14:00,11:30 - 12:00,"Trung tâm thể dục, Sân vườn, Phòng không hút thuốc, Nôi/cũi theo yêu cầu",
8757,Thành Mai,10.300.000 - 10.830.000 VND,Hải Phòng,"Bữa sáng, Lễ tân 24 giờ",11:30 - 17:00,9:30 - 12:00,Thang máy,Không cần dọn phòng
8758,Hoàng Bùi,12.430.000 - 13.440.000 VND,Lào Cai,"Nhà hàng, Tiện nghi BBQ, Phòng gia đình, Dọn phòng hàng ngày",12:30 - 13:00,11:30 - 12:00,"Hồ bơi trong nhà, Dịch vụ phòng, Thang máy, Tiện nghi cho khách khuyết tật",
8759,Nhật Trần,9.230.000 - 10.240.000 VND,Tuyên Quang,"Bữa sáng, Quầy bar, Phòng gia đình",11:30 - 14:00,9:00 - 12:00,"Xe đưa đón sân bay, Tiện nghi cho khách khuyết tật",Hướng biển
8760,Nhật Hoàng Trần,14.070.000 - 14.680.000 VND,Thừa Thiên Huế,"Dịch vụ phòng, Điều hòa nhiệt độ, Phòng gia đình",13:00 - 18:00,9:00 - 12:00,Máy pha trà/cà phê,Phòng không cửa sổ
8761,Lan Đặng,13.070.000 - 14.030.000 VND,Nghệ An,Lễ tân 24 giờ,14:00 - 14:00,10:30 - 12:00,"Trung tâm Spa & chăm sóc sức khoẻ, Xe đưa đón sân bay, Hồ bơi trong nhà",
8762,Bảo Hoàng,9.030.000 - 10.700.000 VND,Hà Giang,"WiFi miễn phí, Điều hòa nhiệt độ",11:00 - 13:00,10:00 - 12:00,Quầy bar,
8763,An Phạm,2.040.000 - 3.590.000 VND,Kiên Giang,"Thang máy, Trung tâm Spa & chăm sóc sức khoẻ, Sân thượng / hiên, Trung tâm thể dục",15:00 - 18:00,10:00 - 12:00,"Lễ tân 24 giờ, Khu vực bãi tắm riêng",
8764,Hà Hoàng,16.740.000 - 17.120.000 VND,Hà Giang,"Sân thượng / hiên, Chỗ đỗ xe",13:30 - 16:00,11:00 - 12:00,"Dọn phòng hàng ngày, Sân vườn, Máy pha trà/cà phê",
8765,Quang Dương,3.760.000 - 3.830.000 VND,Yên Bái,"Tiện nghi BBQ, Sân thượng / hiên, Dịch vụ phòng",11:30 - 18:00,12:00 - 12:00,"Nhà hàng, Thang máy, Dọn phòng hàng ngày",Khu vực cho phép hút thuốc
8766,Dương Đặng,1.460.000 - 3.430.000 VND,Hà Nội,Giặt ủi,11:00 - 18:00,9:30 - 12:00,"Bữa sáng, Phòng không hút thuốc",
8767,Hoàng Trần,11.910.000 - 12.900.000 VND,Thừa Thiên Huế,"Thang máy, Dịch vụ phòng, Tiện nghi BBQ, Xe đưa đón sân bay",13:30 - 15:00,12:00 - 12:00,"Hồ bơi ngoài trời, Tiện nghi BBQ, Phòng gia đình",Nôi em bé
8768,Trung Hoàng Nguyễn,7.880.000 - 9.710.000 VND,Sơn La,Xe đưa đón sân bay,14:30 - 18:00,10:00 - 12:00,Phòng không hút thuốc,Giường phụ
8769,Chi Phạm,17.660.000 - 18.100.000 VND,Lạng Sơn,"Chỗ đỗ xe, Nôi/cũi theo yêu cầu",11:30 - 13:00,11:00 - 12:00,"Hồ bơi ngoài trời, Nôi/cũi theo yêu cầu, Dịch vụ phòng, Bữa sáng",
8770,Trung Hải Bùi,16.660.000 - 18.060.000 VND,TP. Hồ Chí Minh,"Quầy bar, Dọn phòng hàng ngày, Tiện nghi cho khách khuyết tật",15:30 - 15:00,10:30 - 12:00,"Dịch vụ phòng, Khu vực bãi tắm riêng, Hồ bơi trong nhà, Máy pha trà/cà phê",Phòng không cửa sổ
8771,Bảo Phạm,11.290.000 - 13.240.000 VND,Bà Rịa - Vũng Tàu,"Nhà hàng, Sân vườn",14:30 - 15:00,11:30 - 12:00,"Tiện nghi cho khách khuyết tật, Khu vực bãi tắm riêng, Nhà hàng, Sân vườn",
8772,Hạnh Đặng,1.450.000 - 3.160.000 VND,Phú Thọ,"Bữa sáng, Hồ bơi ngoài trời",14:00 - 18:00,11:30 - 12:00,"Sân thượng / hiên, Điều hòa nhiệt độ",
8773,Nhật Đặng,10.540.000 - 12.000.000 VND,Quảng Trị,Máy pha trà/cà phê,14:30 - 13:00,9:30 - 12:00,Phòng không hút thuốc,
8774,Nhật Hải Nguyễn,7.380.000 - 8.370.000 VND,Thừa Thiên Huế,Hồ bơi ngoài trời,11:30 - 13:00,10:30 - 12:00,"Bữa sáng, Giặt ủi, Điều hòa nhiệt độ, Khu vực bãi tắm riêng",Phòng yên tĩnh
8775,Huy Thị Lê,7.090.000 - 8.080.000 VND,Đồng Tháp,"Hồ bơi trong nhà, Phòng không hút thuốc, Hồ bơi ngoài trời, Dịch vụ phòng",15:30 - 17:00,11:30 - 12:00,"Dọn phòng hàng ngày, Máy pha trà/cà phê",Hướng biển
8776,Quang Hoàng,670.000 - 2.550.000 VND,Thanh Hóa,"Khu vực bãi tắm riêng, Phòng gia đình",13:30 - 13:00,12:30 - 12:00,"Quầy bar, Hồ bơi ngoài trời, Trung tâm Spa & chăm sóc sức khoẻ, Tiện nghi cho khách khuyết tật",Chỗ đậu xe riêng
8777,Khoa Hoàng,1.210.000 - 3.190.000 VND,Thừa Thiên Huế,"Phòng không hút thuốc, WiFi miễn phí, Trung tâm Spa & chăm sóc sức khoẻ",12:00 - 14:00,9:30 - 12:00,"Trung tâm Spa & chăm sóc sức khoẻ, Giặt ủi, Nhà hàng",
8778,Lan Phạm,17.730.000 - 18.690.000 VND,Sóc Trăng,"Nôi/cũi theo yêu cầu, Hồ bơi trong nhà, Hồ bơi ngoài trời",14:30 - 18:00,12:00 - 12:00,"Nhà hàng, Tiện nghi BBQ, Hồ bơi ngoài trời, Hồ bơi trong nhà",Tầng cao
8779,Nhật Hoàng,14.440.000 - 15.630.000 VND,Hà Nội,"Điều hòa nhiệt độ, Nôi/cũi theo yêu cầu, Sân vườn",15:30 - 16:00,9:00 - 12:00,Tiện nghi BBQ,
8780,Lâm Mai,9.010.000 - 10.800.000 VND,Hưng Yên,"Nôi/cũi theo yêu cầu, Bữa sáng, Giặt ủi",15:00 - 18:00,10:30 - 12:00,"Điều hòa nhiệt độ, Bữa sáng, Máy pha trà/cà phê",Chỗ đậu xe riêng
8781,Minh Hoàng,2.970.000 - 4.220.000 VND,Vĩnh Long,"Nhà hàng, Giặt ủi, Trung tâm Spa & chăm sóc sức khoẻ",12:30 - 13:00,11:30 - 12:00,"Phòng gia đình, Xe đưa đón sân bay",View đẹp
8782,Khoa Hoàng Vũ,17.130.000 - 17.700.000 VND,Vĩnh Long,"Sân vườn, Phòng gia đình, Phòng không hút thuốc, Điều hòa nhiệt độ",14:30 - 13:00,10:00 - 12:00,"Lễ tân 24 giờ, Chỗ đỗ xe, Sân thượng / hiên, Bữa sáng",Giường phụ
8783,Trung Phạm,10.470.000 - 11.690.000 VND,Đồng Nai,"Sân thượng / hiên, Thang máy",15:30 - 13:00,11:30 - 12:00,"Nôi/cũi theo yêu cầu, Phòng gia đình, Chỗ đỗ xe, Hồ bơi trong nhà",Phòng yên tĩnh
8784,Hà Đặng,7.940.000 - 8.210.000 VND,Bình Định,"Giặt ủi, Hồ bơi trong nhà, Quầy bar",11:30 - 17:00,11:30 - 12:00,Hồ bơi trong nhà,
8785,Dương Bùi,5.400.000 - 7.320.000 VND,Nam Định,Xe đưa đón sân bay,12:00 - 16:00,12:00 - 12:00,"Xe đưa đón sân bay, Hồ bơi trong nhà",View đẹp
8786,Nhật Thế Hoàng,3.290.000 - 4.650.000 VND,Quảng Ninh,"Bữa sáng, Sân thượng / hiên, Thang máy",15:30 - 16:00,9:30 - 12:00,Máy pha trà/cà phê,
8787,Hà Trần,9.400.000 - 9.570.000 VND,Bình Thuận,"Xe đưa đón sân bay, Tiện nghi BBQ, Chỗ đỗ xe",11:00 - 16:00,9:30 - 12:00,"Chỗ đỗ xe, Nhà hàng",Không cần dọn phòng
8788,Hoàng Trí Vũ,12.310.000 - 13.670.000 VND,Hà Nội,Giặt ủi,13:30 - 17:00,11:30 - 12:00,"Trung tâm Spa & chăm sóc sức khoẻ, Dọn phòng hàng ngày",Phòng không cửa sổ
8789,Khoa Phạm,7.300.000 - 8.920.000 VND,Lâm Đồng,Sân vườn,12:00 - 14:00,10:00 - 12:00,"Phòng không hút thuốc, Bữa sáng, Khu vực bãi tắm riêng, Nôi/cũi theo yêu cầu",
8790,Tú Hoàng,16.460.000 - 16.750.000 VND,Thái Bình,Phòng gia đình,12:00 - 17:00,12:30 - 12:00,Chỗ đỗ xe,Khu vực cho phép hút thuốc
8791,Châu Lê,7.890.000 - 8.400.000 VND,Quảng Nam,Giặt ủi,11:00 - 13:00,9:30 - 12:00,"Trung tâm thể dục, Phòng không hút thuốc",Giáp biển
8792,Quang Thị Dương,12.780.000 - 12.810.000 VND,Bình Thuận,Trung tâm Spa & chăm sóc sức khoẻ,12:30 - 18:00,12:00 - 12:00,"Trung tâm thể dục, Tiện nghi BBQ, Lễ tân 24 giờ, Tiện nghi cho khách khuyết tật",
8793,Phương Đức Phạm,7.980.000 - 9.410.000 VND,Quảng Nam,"Trung tâm Spa & chăm sóc sức khoẻ, Sân vườn, Lễ tân 24 giờ, Điều hòa nhiệt độ",14:00 - 13:00,11:30 - 12:00,"Lễ tân 24 giờ, Dọn phòng hàng ngày",
8794,Hưng Vũ,5.830.000 - 7.740.000 VND,Gia Lai,"Dịch vụ phòng, Tiện nghi BBQ, Dọn phòng hàng ngày, Nôi/cũi theo yêu cầu",15:00 - 17:00,12:30 - 12:00,"Dịch vụ phòng, Tiện nghi cho khách khuyết tật, Tiện nghi BBQ, Hồ bơi trong nhà",Phòng không cửa sổ
8795,Anh Lê,13.940.000 - 15.220.000 VND,Nam Định,Sân thượng / hiên,12:00 - 17:00,10:00 - 12:00,Lễ tân 24 giờ,
8796,Trung Hữu Mai,4.660.000 - 5.760.000 VND,Lào Cai,"Thang máy, Xe đưa đón sân bay, Bữa sáng, Quầy bar",14:30 - 13:00,9:30 - 12:00,"Chỗ đỗ xe, Khu vực bãi tắm riêng, Xe đưa đón sân bay, Máy pha trà/cà phê",Chỗ đậu xe riêng
8797,Châu Dương,17.400.000 - 18.310.000 VND,Hậu Giang,"Hồ bơi ngoài trời, Dịch vụ phòng, Sân thượng / hiên, Phòng gia đình",11:30 - 16:00,11:30 - 12:00,"Phòng không hút thuốc, Chỗ đỗ xe, Giặt ủi, Tiện nghi BBQ",Tầng cao
8798,Quang Vũ,2.860.000 - 4.380.000 VND,Bình Phước,Phòng gia đình,15:00 - 16:00,10:30 - 12:00,"Bữa sáng, Dọn phòng hàng ngày",
8799,Linh Trần,10.140.000 - 11.660.000 VND,Ninh Thuận,"Dọn phòng hàng ngày, Hồ bơi trong nhà, Nhà hàng",13:30 - 17:00,9:00 - 12:00,"Nôi/cũi theo yêu cầu, Hồ bơi ngoài trời, Bữa sáng",
8800,Khoa Hải Dương,4.710.000 - 5.270.000 VND,Gia Lai,"Chỗ đỗ xe, Trung tâm Spa & chăm sóc sức khoẻ",15:00 - 17:00,11:00 - 12:00,"Khu vực bãi tắm riêng, Nhà hàng, Xe đưa đón sân bay",Phòng không cửa sổ
8801,Hải Phạm,5.840.000 - 6.670.000 VND,Hà Nội,Giặt ủi,14:30 - 17:00,12:00 - 12:00,WiFi miễn phí,Phòng không cửa sổ
8802,Thành Bảo Trần,1.510.000 - 2.110.000 VND,Sóc Trăng,"Chỗ đỗ xe, Xe đưa đón sân bay, Phòng gia đình, Lễ tân 24 giờ",12:30 - 18:00,9:00 - 12:00,"Trung tâm Spa & chăm sóc sức khoẻ, Điều hòa nhiệt độ",View đẹp
8803,Hoàng Hoàng,10.630.000 - 12.510.000 VND,Ninh Bình,"Điều hòa nhiệt độ, Hồ bơi trong nhà, Thang máy",13:00 - 17:00,11:30 - 12:00,"Tiện nghi cho khách khuyết tật, Điều hòa nhiệt độ, Dọn phòng hàng ngày",Giường phụ
8804,Vi Trần,15.560.000 - 16.950.000 VND,Thanh Hóa,"Nôi/cũi theo yêu cầu, Tiện nghi cho khách khuyết tật, Sân vườn",11:30 - 13:00,12:30 - 12:00,"Sân thượng / hiên, Nhà hàng, Sân vườn, Lễ tân 24 giờ",
8805,Khoa Đức Bùi,11.220.000 - 11.910.000 VND,Đồng Tháp,Trung tâm thể dục,14:30 - 13:00,11:00 - 12:00,"Tiện nghi BBQ, Chỗ đỗ xe",Không cần dọn phòng
8806,Hương Đặng,8.210.000 - 9.960.000 VND,Quảng Bình,"Khu vực bãi tắm riêng, Hồ bơi ngoài trời",13:30 - 17:00,10:00 - 12:00,"Hồ bơi trong nhà, Khu vực bãi tắm riêng, Tiện nghi cho khách khuyết tật",
8807,Duyên Đặng,7.300.000 - 8.310.000 VND,Gia Lai,"Sân vườn, Tiện nghi cho khách khuyết tật, Trung tâm Spa & chăm sóc sức khoẻ",15:30 - 18:00,11:30 - 12:00,"Phòng không hút thuốc, Chỗ đỗ xe",Nôi em bé
8808,Kim Phạm,10.620.000 - 11.000.000 VND,Phú Yên,"Máy pha trà/cà phê, Sân vườn, Chỗ đỗ xe, Trung tâm thể dục",12:30 - 15:00,10:00 - 12:00,"Dọn phòng hàng ngày, Trung tâm Spa & chăm sóc sức khoẻ, Dịch vụ phòng",Hướng biển
8809,Dũng Đức Vũ,230.000 - 1.770.000 VND,Điện Biên,"Tiện nghi cho khách khuyết tật, Xe đưa đón sân bay, Nhà hàng, Hồ bơi trong nhà",14:00 - 18:00,9:30 - 12:00,Quầy bar,View đẹp
8810,Phương Trần,11.720.000 - 12.940.000 VND,Vĩnh Phúc,"Dịch vụ phòng, Khu vực bãi tắm riêng, Tiện nghi cho khách khuyết tật, WiFi miễn phí",14:00 - 16:00,9:00 - 12:00,"Nôi/cũi theo yêu cầu, Sân vườn, Tiện nghi cho khách khuyết tật, Thang máy",Nôi em bé
8811,Nhiên Mai Bùi,14.780.000 - 16.210.000 VND,Quảng Nam,Hồ bơi trong nhà,11:30 - 15:00,9:00 - 12:00,Quầy bar,
8812,Tùng Thị Bùi,6.150.000 - 8.100.000 VND,Đồng Nai,"Tiện nghi BBQ, Trung tâm thể dục, Dịch vụ phòng",11:30 - 17:00,10:00 - 12:00,"Điều hòa nhiệt độ, Sân thượng / hiên",View đẹp
8813,Kim Phạm,8.670.000 - 10.450.000 VND,Hà Giang,"Trung tâm Spa & chăm sóc sức khoẻ, Chỗ đỗ xe, Tiện nghi BBQ, Dọn phòng hàng ngày",13:30 - 13:00,12:30 - 12:00,Dọn phòng hàng ngày,
8814,Lâm Đặng,17.030.000 - 17.140.000 VND,Bắc Kạn,Nhà hàng,12:00 - 15:00,12:00 - 12:00,"WiFi miễn phí, Nôi/cũi theo yêu cầu, Sân vườn, Phòng không hút thuốc",Tầng cao
8815,Phúc Bảo Lê,15.270.000 - 16.190.000 VND,Hà Tĩnh,"Điều hòa nhiệt độ, Lễ tân 24 giờ, Khu vực bãi tắm riêng, Phòng không hút thuốc",15:00 - 16:00,10:00 - 12:00,"Nôi/cũi theo yêu cầu, Quầy bar, Lễ tân 24 giờ",Chỗ đậu xe riêng
8816,Nhiên Thị Hoàng,17.650.000 - 19.500.000 VND,Đắk Nông,Chỗ đỗ xe,12:30 - 18:00,10:30 - 12:00,"Dọn phòng hàng ngày, Phòng không hút thuốc, Trung tâm Spa & chăm sóc sức khoẻ",View đẹp
8817,Linh Dương,8.250.000 - 8.830.000 VND,Kon Tum,Máy pha trà/cà phê,11:00 - 18:00,9:00 - 12:00,"Trung tâm Spa & chăm sóc sức khoẻ, Thang máy, Xe đưa đón sân bay",View đẹp
8818,Châu Phạm,12.860.000 - 13.840.000 VND,Hà Giang,Hồ bơi ngoài trời,12:30 - 17:00,9:00 - 12:00,Phòng không hút thuốc,Giường phụ
8819,Khoa Xuân Dương,17.740.000 - 18.920.000 VND,Đắk Lắk,"Xe đưa đón sân bay, Bữa sáng, Lễ tân 24 giờ",13:30 - 14:00,11:00 - 12:00,"Tiện nghi BBQ, Sân thượng / hiên, Nhà hàng, Khu vực bãi tắm riêng",Tầng cao
8820,Nam Vũ,840.000 - 1.430.000 VND,Cà Mau,"Hồ bơi trong nhà, Khu vực bãi tắm riêng, Sân vườn",13:00 - 16:00,10:00 - 12:00,Trung tâm Spa & chăm sóc sức khoẻ,Nôi em bé
8821,Bảo Hoàng Phạm,11.160.000 - 12.380.000 VND,Kon Tum,"Hồ bơi ngoài trời, Nhà hàng, Thang máy",15:30 - 14:00,10:00 - 12:00,Nôi/cũi theo yêu cầu,Khu vực cho phép hút thuốc
8822,Hải Dương,3.000.000 - 4.660.000 VND,Vĩnh Long,"Nôi/cũi theo yêu cầu, Dọn phòng hàng ngày",11:00 - 15:00,9:30 - 12:00,"Quầy bar, Phòng gia đình",
8823,Phương Văn Đặng,370.000 - 1.350.000 VND,Ninh Bình,"Phòng gia đình, Hồ bơi trong nhà",12:00 - 15:00,11:00 - 12:00,Tiện nghi cho khách khuyết tật,Giường phụ
8824,Hồng Nguyễn,2.980.000 - 4.320.000 VND,Điện Biên,"Sân thượng / hiên, Bữa sáng, Lễ tân 24 giờ, WiFi miễn phí",15:00 - 14:00,9:30 - 12:00,"Sân thượng / hiên, Trung tâm thể dục, Thang máy, Hồ bơi ngoài trời",Không cần dọn phòng
8825,Nhật Bùi,12.410.000 - 13.800.000 VND,An Giang,Nôi/cũi theo yêu cầu,13:30 - 16:00,10:00 - 12:00,Dịch vụ phòng,Không cần dọn phòng
8826,Quang Bùi,2.370.000 - 2.800.000 VND,Bắc Ninh,"Xe đưa đón sân bay, Giặt ủi, Bữa sáng",15:30 - 15:00,11:00 - 12:00,"Trung tâm Spa & chăm sóc sức khoẻ, Tiện nghi BBQ, Phòng gia đình",
8827,Nhật Hoàng,2.070.000 - 3.010.000 VND,Hà Tĩnh,Sân thượng / hiên,11:00 - 13:00,10:30 - 12:00,"Phòng gia đình, Lễ tân 24 giờ, Hồ bơi ngoài trời",
8828,Chi Trần,12.670.000 - 13.990.000 VND,Thái Bình,"Điều hòa nhiệt độ, Trung tâm thể dục, Tiện nghi BBQ",12:00 - 18:00,10:00 - 12:00,"Bữa sáng, Nôi/cũi theo yêu cầu, Sân vườn, Sân thượng / hiên",Giường phụ
8829,Hải Nguyễn,12.180.000 - 14.120.000 VND,Yên Bái,"Trung tâm Spa & chăm sóc sức khoẻ, Nôi/cũi theo yêu cầu, Bữa sáng, Dịch vụ phòng",12:30 - 15:00,10:30 - 12:00,"Khu vực bãi tắm riêng, Phòng gia đình",Tầng cao
8830,Xuân Bùi,12.470.000 - 13.240.000 VND,Ninh Bình,"Dịch vụ phòng, Dọn phòng hàng ngày",14:00 - 14:00,12:30 - 12:00,Dịch vụ phòng,Tầng cao
8831,Lâm Hữu Phạm,4.000.000 - 4.140.000 VND,Điện Biên,"Thang máy, Phòng không hút thuốc",12:30 - 14:00,9:30 - 12:00,"Tiện nghi BBQ, Quầy bar, Phòng gia đình, Trung tâm thể dục",
8832,Vân Nguyễn,6.650.000 - 6.980.000 VND,Đắk Lắk,"Tiện nghi cho khách khuyết tật, Chỗ đỗ xe, Sân vườn, Dọn phòng hàng ngày",15:00 - 17:00,11:30 - 12:00,"Xe đưa đón sân bay, Sân vườn, Hồ bơi ngoài trời",
8833,Thành Mai,8.050.000 - 8.630.000 VND,Hà Giang,"Nhà hàng, Bữa sáng, Trung tâm thể dục, Quầy bar",15:30 - 15:00,11:00 - 12:00,"Sân thượng / hiên, Quầy bar, Nhà hàng",Chỗ đậu xe riêng
8834,Bảo Xuân Vũ,7.950.000 - 9.600.000 VND,Quảng Ngãi,Chỗ đỗ xe,11:00 - 13:00,10:30 - 12:00,"Sân thượng / hiên, Khu vực bãi tắm riêng, Giặt ủi, Dịch vụ phòng",Phòng yên tĩnh
8835,Nhật Hữu Mai,3.920.000 - 5.760.000 VND,Tuyên Quang,"Trung tâm thể dục, Phòng không hút thuốc, Lễ tân 24 giờ",13:30 - 13:00,9:00 - 12:00,"Nhà hàng, Chỗ đỗ xe",
8836,Trung Bùi,2.800.000 - 4.200.000 VND,Bà Rịa - Vũng Tàu,"Máy pha trà/cà phê, Thang máy, Tiện nghi cho khách khuyết tật",11:30 - 13:00,12:30 - 12:00,"Sân thượng / hiên, Thang máy",Hướng biển
8837,Nam Nguyễn,9.200.000 - 10.310.000 VND,Hà Tĩnh,"Quầy bar, Nhà hàng",15:30 - 18:00,12:30 - 12:00,"Chỗ đỗ xe, Trung tâm thể dục",Phòng không cửa sổ
8838,Hà Hoàng,15.950.000 - 16.440.000 VND,Bình Phước,"Tiện nghi cho khách khuyết tật, Sân vườn, Nhà hàng",15:00 - 17:00,12:00 - 12:00,"Tiện nghi cho khách khuyết tật, Xe đưa đón sân bay",Khu vực cho phép hút thuốc
8839,Quang Xuân Phạm,8.020.000 - 9.610.000 VND,Nam Định,"Tiện nghi BBQ, Phòng không hút thuốc",12:30 - 17:00,11:30 - 12:00,"Điều hòa nhiệt độ, Hồ bơi trong nhà, Giặt ủi, Lễ tân 24 giờ",Nôi em bé
8840,Quang Phú Đặng,4.940.000 - 5.670.000 VND,Bắc Giang,"Nôi/cũi theo yêu cầu, Hồ bơi ngoài trời, Trung tâm thể dục, Dịch vụ phòng",15:00 - 17:00,10:30 - 12:00,Phòng không hút thuốc,Tầng cao
8841,Chi Phạm,7.370.000 - 7.400.000 VND,Ninh Bình,Hồ bơi ngoài trời,12:00 - 13:00,10:30 - 12:00,"Tiện nghi BBQ, Sân thượng / hiên",View đẹp
8842,Hà Tấn Mai,12.130.000 - 13.230.000 VND,Lâm Đồng,"Thang máy, Tiện nghi BBQ, Dọn phòng hàng ngày",11:00 - 18:00,12:30 - 12:00,"Lễ tân 24 giờ, Tiện nghi BBQ",
8843,Hồng Dương,17.910.000 - 18.870.000 VND,Bà Rịa - Vũng Tàu,"Quầy bar, Phòng không hút thuốc",12:30 - 14:00,9:30 - 12:00,"Sân thượng / hiên, Khu vực bãi tắm riêng",Hướng biển
